nomeSistema,class,jdeodorant,organic,jspirit
checkstyle,com.puppycrawl.tools.checkstyle.checks.sizes.ParameterNumberCheck.visitToken,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.ConfigurationLoader.InternalLoader.startElement,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.DefaultLogger.addError,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.filters.SuppressElement.accept,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.filters.SuppressionCommentFilter.findNearestMatch,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.filters.SuppressionsLoader.startElement,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.TreeWalker.registerCheck,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.XMLLogger.addError,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.api.DetailASTTest.testGetChildCount,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.api.DetailASTTest.checkTree,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.api.ScopeTest.testMisc,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.api.ScopeTest.testMixedCaseSpaces,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.api.ScopeTest.testIsInAnonInner,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.api.ScopeTest.testIsInPrivate,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.api.ScopeTest.testIsInPackage,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.api.ScopeTest.testIsInProtected,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.api.ScopeTest.testIsInPublic,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.api.ScopeTest.testIsInNothing,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.api.SeverityLevelTest.testMisc,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.api.SeverityLevelTest.testMixedCaseSpaces,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports.GuardTest.testPkgGuard1,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports.GuardTest.testPkgGuard2,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports.GuardTest.testClassGuard,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports.GuardTest.testPkgGuard1re,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports.GuardTest.testPkgGuard2re,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports.GuardTest.testClassGuardre,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports.GuardTest.testPkgGuard1re2,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports.GuardTest.testPkgGuard2re2,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports.GuardTest.testClassGuardre2,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports.PkgControlRegExpTest.testCheckAccess,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports.PkgControlTest.testCheckAccess,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocStyleCheckTest.packageInfoInheritDoc,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocStyleCheckTest.packageInfoInvalid,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocStyleCheckTest.packageInfoAnnotation,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocStyleCheckTest.packageInfoMissing,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocStyleCheckTest.packageInfoValid,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.TranslationCheckTest.testTranslation,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.filters.SuppressElementTest.testDecideByLine,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.filters.SuppressElementTest.testDecideByColumn,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.filters.SuppressElementTest.testEquals,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.filters.SuppressionsLoaderTest.testMultipleSuppression,0,1,1
corenlp,edu.stanford.nlp.coref.hybrid.ChineseCorefBenchmarkSlowITest.getCorefResults,0,1,1
corenlp,edu.stanford.nlp.coref.hybrid.ChineseCorefBenchmarkSlowITest.printResultsTSV,0,1,1
corenlp,edu.stanford.nlp.dcoref.DcorefBenchmarkSlowITest.getCorefResults,0,1,1
corenlp,edu.stanford.nlp.dcoref.DcorefBenchmarkSlowITest.testDcoref,0,1,1
corenlp,edu.stanford.nlp.dcoref.DcorefSlowITest.runCorefSystem,0,1,1
corenlp,edu.stanford.nlp.ie.NERBenchmarkSlowITest.setUp,0,1,1
corenlp,edu.stanford.nlp.ie.NERBenchmarkSlowITest.evalOnto,0,1,1
corenlp,edu.stanford.nlp.ie.NERFeatureFactoryITest.testSloppyGazette,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.TokenSequenceMatcherITest.testTokenSequenceMatcherConj2,0,1,1
corenlp,edu.stanford.nlp.naturalli.NaturalLogicWeightsITest.testSomeSanityChecks,0,1,1
corenlp,edu.stanford.nlp.naturalli.VerbTenseITest.testPlay,0,1,1
corenlp,edu.stanford.nlp.naturalli.VerbTenseITest.testChoose,0,1,1
corenlp,edu.stanford.nlp.naturalli.VerbTenseITest.testBe,0,1,1
corenlp,edu.stanford.nlp.naturalli.VerbTenseITest.testUse,0,1,1
corenlp,edu.stanford.nlp.naturalli.VerbTenseITest.testLicense,0,1,1
corenlp,edu.stanford.nlp.neural.EmbeddingITest.testLoadFromOneFile,0,1,1
corenlp,edu.stanford.nlp.neural.EmbeddingITest.testLoadFromTwoFile,0,1,1
corenlp,edu.stanford.nlp.parser.shiftreduce.ShiftReduceParserITest.testBasicConstraint,0,1,1
corenlp,edu.stanford.nlp.patterns.PatternsSimpleThreadedITest.setUp,0,1,1
corenlp,edu.stanford.nlp.pipeline.CustomAnnotationSerializerITest.verifyWord,0,1,1
corenlp,edu.stanford.nlp.pipeline.NERCombinerAnnotatorITest.setUp,0,1,1
corenlp,edu.stanford.nlp.pipeline.NERTokenizationITest.processTestExample,0,1,1
corenlp,edu.stanford.nlp.pipeline.ParserAnnotatorITest.setUp,0,1,1
corenlp,edu.stanford.nlp.pipeline.QuoteAnnotatorITest.assertEmbeddedHelper,0,1,1
corenlp,edu.stanford.nlp.pipeline.TokenizerBenchmarkTestCase.f1Scores,0,1,1
corenlp,edu.stanford.nlp.process.TSVSentenceIteratorITest.testFullTokens,0,1,1
corenlp,edu.stanford.nlp.simple.SentenceITest.testNatlogPolarities,0,1,1
corenlp,edu.stanford.nlp.simple.SentenceITest.testToCoreLabels,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testSUTimeDurations,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testSUTimeDurations2,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testSUTimeIso,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testSUTime2,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testSUTimeDate,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testSUTimeTime,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testSUTimeResolveTime,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testSUTimeRangeWithoutRange,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testSUTimeInexactTime,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testSUTimeSet,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testSUTimeDateTime,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testSUTimeDateTime2,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testSUTimeIso2,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testSUTimeDate2,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testSUTimeHolidays,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testSUTime12AmPm,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeITest.testOverlaps,0,1,1
corenlp,edu.stanford.nlp.util.BenchmarkingHelper.benchmarkResults,0,1,1
corenlp,edu.stanford.nlp.classify.ColumnDataClassifier.writeResultsSummary,0,1,1
corenlp,edu.stanford.nlp.classify.ColumnDataClassifier.updatePerformanceStatistics,0,1,1
corenlp,edu.stanford.nlp.classify.Dataset.split,0,1,1
corenlp,edu.stanford.nlp.classify.Dataset.getL1NormalizedTFIDFDatum,0,1,1
corenlp,edu.stanford.nlp.classify.GeneralDataset.printSVMLightFormat,0,1,1
corenlp,edu.stanford.nlp.classify.KNNClassifier.main,0,1,1
corenlp,edu.stanford.nlp.classify.LinearClassifier.toHistogramString,0,1,1
corenlp,edu.stanford.nlp.classify.LinearClassifierFactory.trainClassifierV,1,1,0
corenlp,edu.stanford.nlp.classify.LinearClassifierFactory.crossValidateSetSigma,0,1,1
corenlp,edu.stanford.nlp.classify.LogisticClassifier.trainWeightedData,0,1,1
corenlp,edu.stanford.nlp.classify.LogisticClassifier.train,0,1,1
corenlp,edu.stanford.nlp.classify.LogisticClassifierFactory.trainClassifier,0,1,1
corenlp,edu.stanford.nlp.classify.NaiveBayesClassifierFactory.trainClassifier,0,1,1
corenlp,edu.stanford.nlp.classify.NBLinearClassifierFactory.trainWeights,0,1,1
corenlp,edu.stanford.nlp.classify.PRCurve.initMC,0,1,1
corenlp,edu.stanford.nlp.classify.RVFDataset.split,0,1,1
corenlp,edu.stanford.nlp.classify.RVFDataset.add,1,1,0
corenlp,edu.stanford.nlp.classify.ShiftParamsLogisticClassifierFactory.trainClassifier,0,1,1
corenlp,edu.stanford.nlp.coref.CorefRules.entityExactStringMatch,1,1,1
corenlp,edu.stanford.nlp.coref.CorefRules.mentionMatchesSpeaker,0,1,1
corenlp,edu.stanford.nlp.coref.data.CorefCluster.printCorefCluster,0,1,1
corenlp,edu.stanford.nlp.coref.data.Mention.isListLike,0,1,1
corenlp,edu.stanford.nlp.coref.data.Mention.setNERString,0,1,1
corenlp,edu.stanford.nlp.coref.data.Mention.isDemonym,0,1,1
corenlp,edu.stanford.nlp.coref.data.Mention.getRelation,0,1,1
corenlp,edu.stanford.nlp.coref.docreader.CoNLLDocumentReader.DocumentIterator.readNextDocument,0,1,1
corenlp,edu.stanford.nlp.coref.hybrid.sieve.DeterministicCorefSieve.sortMentionsForPronoun,0,1,1
corenlp,edu.stanford.nlp.coref.hybrid.sieve.RFSieve.numEntitiesInList,0,1,1
corenlp,edu.stanford.nlp.coref.hybrid.sieve.Sieve.Sieve,1,1,0
corenlp,edu.stanford.nlp.coref.hybrid.sieve.Sieve.matchedMentionType,0,1,1
corenlp,edu.stanford.nlp.coref.hybrid.sieve.Sieve.sortMentionsByClause,0,1,1
corenlp,edu.stanford.nlp.coref.md.CorefMentionFinder.insideNE,0,1,1
corenlp,edu.stanford.nlp.coref.md.CorefMentionFinder.findTreeWithSpan,0,1,1
corenlp,edu.stanford.nlp.coref.md.MentionDetectionClassifier.extractFeatures,0,1,1
corenlp,edu.stanford.nlp.coref.md.MentionDetectionClassifier.classifyMentions,0,1,1
corenlp,edu.stanford.nlp.coref.neural.EmbeddingExtractor.getWordEmbedding,0,1,1
corenlp,edu.stanford.nlp.coref.statistical.Clusterer.getFeatures,0,1,1
corenlp,edu.stanford.nlp.coref.statistical.ClusteringCorefAlgorithm.ClusteringCorefAlgorithm,1,1,0
corenlp,edu.stanford.nlp.dcoref.ACEMentionExtractor.EntityComparator.compare,0,1,1
corenlp,edu.stanford.nlp.dcoref.Document.mergeIncompatibles,0,1,1
corenlp,edu.stanford.nlp.dcoref.Document.mergeAcronymCache,0,1,1
corenlp,edu.stanford.nlp.dcoref.MentionExtractor.findTreePattern,0,1,1
corenlp,edu.stanford.nlp.dcoref.MentionExtractor.addFoundPair,0,1,1
corenlp,edu.stanford.nlp.dcoref.RuleBasedCorefMentionFinder.insideNE,0,1,1
corenlp,edu.stanford.nlp.dcoref.RuleBasedCorefMentionFinder.findTreeWithSpan,0,1,1
corenlp,edu.stanford.nlp.dcoref.Rules.entityExactStringMatch,0,1,1
corenlp,edu.stanford.nlp.dcoref.Rules.mentionMatchesSpeaker,0,1,1
corenlp,edu.stanford.nlp.dcoref.SieveCoreferenceSystem.printSieveScore,0,1,1
corenlp,edu.stanford.nlp.fsm.ExactAutomatonMinimizer.buildMinimizedFA,0,1,1
corenlp,edu.stanford.nlp.fsm.ExactAutomatonMinimizer.main,0,1,1
corenlp,edu.stanford.nlp.fsm.FastExactAutomatonMinimizer.buildMinimizedFA,0,1,1
corenlp,edu.stanford.nlp.fsm.FastExactAutomatonMinimizer.main,0,1,1
corenlp,edu.stanford.nlp.fsm.TransducerGraph.addArc,0,1,1
corenlp,edu.stanford.nlp.fsm.TransducerGraph.asDOTString,0,1,1
corenlp,edu.stanford.nlp.fsm.TransducerGraph.OutputCombiningProcessor.processArc,0,1,1
corenlp,edu.stanford.nlp.fsm.TransducerGraph.NodeProcessorWrappingArcProcessor.processArc,0,1,1
corenlp,edu.stanford.nlp.ie.AbstractSequenceClassifier.train,0,1,1
corenlp,edu.stanford.nlp.ie.AbstractSequenceClassifier.classifyAndWriteAnswers,0,1,1
corenlp,edu.stanford.nlp.ie.AbstractSequenceClassifier.printResults,0,1,1
corenlp,edu.stanford.nlp.ie.ChineseMorphFeatureSets.addTypedFeature,0,1,1
corenlp,edu.stanford.nlp.ie.ClassifierCombiner.ClassifierCombiner,0,1,1
corenlp,edu.stanford.nlp.ie.ClassifierCombiner.mergeTwoDocuments,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFClassifier.documentsToDataAndLabels,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFClassifierNonlinear.transformDocData,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFCliqueTree.condLogProbGivenPrevious,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFCliqueTree.condLogProbGivenNext,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFCliqueTree.getCalibratedCliqueTree,1,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFLogConditionalObjectiveFloatFunction.getCalibratedCliqueTree,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFLogConditionalObjectiveFunction.getCondProbs,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFNonLinearLogConditionalObjectiveFunction.domainDimension,0,1,1
corenlp,edu.stanford.nlp.ie.crf.NERGUI.ActionPerformer.actionPerformed,0,1,1
corenlp,edu.stanford.nlp.ie.KBPBasicSpanishCorefSystem.moreCanonicalMention,0,1,1
corenlp,edu.stanford.nlp.ie.KBPBasicSpanishCorefSystem.sameEntityWithoutLinking,0,1,1
corenlp,edu.stanford.nlp.ie.KBPBasicSpanishCorefSystem.bestEntityMention,0,1,1
corenlp,edu.stanford.nlp.ie.KBPStatisticalExtractor.spanBetweenMentions,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.BasicEntityExtractor.labeledSentenceToString,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.BasicRelationFeatureFactory.dependencyPathAsList,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.domains.ace.reader.AceCharSeq.match,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.domains.ace.reader.AceDocument.tokensWithByteSpan,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.domains.ace.reader.AceDocument.parseDocument,1,1,0
corenlp,edu.stanford.nlp.ie.machinereading.domains.ace.reader.AceDocument.makeCharSeq,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.domains.ace.reader.AceDomReader.parseEntityMention,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.domains.ace.reader.AceDomReader.parseEventMention,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.domains.ace.reader.AceToken.loadGazetteers,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.domains.ace.reader.AceToken.AceToken,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.domains.ace.reader.AceToken.adjustPhrasePositions,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.domains.ace.reader.AceToken.display,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.domains.ace.reader.RobustTokenizer.or,1,1,0
corenlp,edu.stanford.nlp.ie.machinereading.domains.ace.reader.RobustTokenizer.tokenizeToWordTokens,0,1,1
corenlp,.compare,1,1,0
corenlp,edu.stanford.nlp.ie.machinereading.GenericDataSetReader.findTreeWithSpan,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.structure.AnnotationUtils.updateOffsetsInCoreLabels,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.structure.EntityMention.CompByHead.compare,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.structure.ExtractionObject.CompByExtent.compare,0,1,1
corenlp,edu.stanford.nlp.ie.ner.CMMClassifier.train,0,1,1
corenlp,edu.stanford.nlp.ie.ner.CMMClassifier.getDataset,1,1,1
corenlp,edu.stanford.nlp.ie.ner.CMMClassifier.getBiasedDataset,0,1,1
corenlp,edu.stanford.nlp.ie.NERClassifierCombiner.copyAnswerFieldsToNERField,0,1,1
corenlp,edu.stanford.nlp.ie.NERClassifierCombiner.classifyWithGlobalInformation,0,1,1
corenlp,edu.stanford.nlp.ie.NERClassifierCombiner.main,0,1,1
corenlp,edu.stanford.nlp.ie.NERFeatureFactory.isOrdinal,0,1,1
corenlp,edu.stanford.nlp.ie.NERFeatureFactory.generateSlashHyphenFeatures,0,1,1
corenlp,edu.stanford.nlp.ie.NERServer.Session.run,0,1,1
corenlp,edu.stanford.nlp.ie.NERServer.NERClient.communicateWithNERServer,0,1,1
corenlp,edu.stanford.nlp.ie.NumberNormalizer.initEnv,0,1,1
corenlp,edu.stanford.nlp.ie.NumberNormalizer.findAndAnnotateNumericExpressionsWithRanges,0,1,1
corenlp,edu.stanford.nlp.ie.pascal.ISODateInstance.extractDay,0,1,1
corenlp,edu.stanford.nlp.ie.qe.QuantifiableEntityExtractor.generateUnitsStage0Rules,0,1,1
corenlp,edu.stanford.nlp.ie.regexp.NumberSequenceClassifier.alignSentence,0,1,1
corenlp,edu.stanford.nlp.ie.regexp.NumberSequenceClassifier.copyTokens,0,1,1
corenlp,edu.stanford.nlp.ie.util.RelationTriple.relationTokenSpan,0,1,1
corenlp,edu.stanford.nlp.international.arabic.ArabicMorphoFeatureSpecification.strToFeatures,0,1,1
corenlp,edu.stanford.nlp.international.arabic.ArabicMorphoFeatureSpecification.processInflectionalFeaturesHelper,0,1,1
corenlp,edu.stanford.nlp.international.arabic.pipeline.ATBArabicDataset.ArabicRawTreeNormalizer.processPreterminal,0,1,1
corenlp,edu.stanford.nlp.international.arabic.pipeline.LabeledATBDataset.LabelingTreeNormalizer.processPreterminal,0,1,1
corenlp,edu.stanford.nlp.international.arabic.pipeline.LDCPosMapper.main,0,1,1
corenlp,edu.stanford.nlp.international.arabic.process.ArabicLexer.ArabicLexer,0,1,1
corenlp,edu.stanford.nlp.international.arabic.process.IOBUtils.createDatum,0,1,1
corenlp,edu.stanford.nlp.international.french.FrenchMorphoFeatureSpecification.strToFeatures,0,1,1
corenlp,edu.stanford.nlp.international.french.FrenchMorphoFeatureSpecification.addPhiFeatures,0,1,1
corenlp,edu.stanford.nlp.international.french.process.FrenchTokenizer.getNext,0,1,1
corenlp,edu.stanford.nlp.international.french.process.FrenchTokenizer.copyCoreLabel,0,1,1
corenlp,edu.stanford.nlp.international.french.scripts.SplitCanditoTrees.mungeLeaves,0,1,1
corenlp,edu.stanford.nlp.international.german.process.GermanTokenizerPostProcessor.mergeTokens,0,1,1
corenlp,edu.stanford.nlp.international.german.process.GermanTokenizerPostProcessor.condenseUmlauts,0,1,1
corenlp,edu.stanford.nlp.international.german.process.GermanTokenizerPostProcessor.process,0,1,1
corenlp,edu.stanford.nlp.international.spanish.pipeline.AnCoraProcessor.convertTreeTagsToUD,0,1,1
corenlp,edu.stanford.nlp.international.spanish.pipeline.MultiWordPreprocessor.traverseAndFix,0,1,1
corenlp,edu.stanford.nlp.international.spanish.process.SpanishTokenizer.getNext,0,1,1
corenlp,edu.stanford.nlp.io.FileSystem.main,0,1,1
corenlp,edu.stanford.nlp.ling.CoreLabel.CoreLabel,0,1,1
corenlp,edu.stanford.nlp.ling.CoreLabel.initFromStrings,1,1,0
corenlp,edu.stanford.nlp.ling.CoreLabel.setWord,0,1,1
corenlp,edu.stanford.nlp.ling.CoreLabel.CoreLabelFactory.newLabel,0,1,1
corenlp,edu.stanford.nlp.ling.SentenceUtils.toCoreLabelList,0,1,1
corenlp,edu.stanford.nlp.ling.SentenceUtils.listToOriginalTextString,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.extractCoreMapsMergedWithTokens,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.annotateExpressions,1,1,0
corenlp,edu.stanford.nlp.ling.tokensregex.MatchedExpression.extractAnnotation,1,1,0
corenlp,edu.stanford.nlp.ling.tokensregex.parser.TokenSequenceParserTokenManager.jjFillToken,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.parser.TokenSequenceParserTokenManager.getNextToken,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.SequenceMatcher.findMatchStartBacktracking,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.SequencePattern.RepeatPatternExpr.build,0,1,1
corenlp,edu.stanford.nlp.loglinear.learning.AbstractBatchOptimizer.optimize,0,1,1
corenlp,edu.stanford.nlp.loglinear.learning.BacktrackingAdaGradOptimizer.updateWeights,0,1,1
corenlp,edu.stanford.nlp.loglinear.model.ConcatVectorTable.valueEquals,0,1,1
corenlp,edu.stanford.nlp.loglinear.model.ConcatVectorTable.cacheVectors,0,1,1
corenlp,edu.stanford.nlp.loglinear.model.ConcatVectorTable.cloneTable,0,1,1
corenlp,edu.stanford.nlp.loglinear.model.proto.GraphicalModelProto.Factor.Builder.mergeFrom,0,1,1
corenlp,edu.stanford.nlp.math.ADMath.mult,0,1,1
corenlp,edu.stanford.nlp.math.ADMath.multConst,0,1,1
corenlp,edu.stanford.nlp.math.ADMath.divide,0,1,1
corenlp,edu.stanford.nlp.math.ADMath.divideConst,0,1,1
corenlp,edu.stanford.nlp.math.ADMath.exp,0,1,1
corenlp,edu.stanford.nlp.math.ADMath.log,0,1,1
corenlp,edu.stanford.nlp.math.ADMath.plus,0,1,1
corenlp,edu.stanford.nlp.math.ADMath.plusConst,0,1,1
corenlp,edu.stanford.nlp.math.ADMath.minus,0,1,1
corenlp,edu.stanford.nlp.math.ADMath.minusConst,0,1,1
corenlp,edu.stanford.nlp.math.ArrayMath.toString,1,1,1
corenlp,edu.stanford.nlp.maxent.iis.LambdaSolve.fExpected,0,1,1
corenlp,edu.stanford.nlp.naturalli.ClauseSplitterSearchProblem.splitToChildOfEdge,0,1,1
corenlp,edu.stanford.nlp.naturalli.ClauseSplitterSearchProblem.stripAuxMark,0,1,1
corenlp,edu.stanford.nlp.naturalli.ClauseSplitterSearchProblem.mockNode,0,1,1
corenlp,edu.stanford.nlp.naturalli.ClauseSplitterSearchProblem.search,1,1,0
corenlp,edu.stanford.nlp.naturalli.QuestionToStatementTranslator.processWhNNHaveIs,0,1,1
corenlp,edu.stanford.nlp.naturalli.QuestionToStatementTranslator.processWhoIs,0,1,1
corenlp,edu.stanford.nlp.naturalli.QuestionToStatementTranslator.processWhoDid,0,1,1
corenlp,edu.stanford.nlp.naturalli.QuestionToStatementTranslator.processWhatDo,0,1,1
